Timestamp,LDR1,LDR2,LDR3,LDR4,Voltage,Current,Horizontal_Angle,Vertical_Angle
2023-01-01 09:27:45.526552655,763,582,860,832,10.85,0.05,69.0,61.0
2023-01-01 09:29:06.534653465,580,600,613,867,11.8,0.15,76.0,75.0
2023-01-01 09:30:27.542754275,681,511,706,616,12.25,0.05,121.0,45.0
2023-01-01 09:31:48.550855085,960,921,940,875,11.6,0.05,4.0,67.0
2023-01-01 09:33:09.558955895,189,478,959,666,11.07,0.08,142.0,83.0
2023-01-01 09:34:30.567056705,531,643,714,734,10.86,0.1,82.0,83.0
2023-01-01 09:35:51.575157515,59,200,376,802,10.61,0.07,172.0,88.0
2023-01-01 09:37:12.583258325,69,708,439,618,11.84,0.11,54.0,37.0
2023-01-01 09:38:33.591359135,870,878,153,210,10.59,0.15,86.0,53.0
2023-01-01 09:39:54.599459945,411,591,580,419,11.91,0.06,164.0,15.0
2023-01-01 09:41:15.607560756,587,428,176,274,10.51,0.2,150.0,86.0
2023-01-01 09:42:36.615661566,370,732,831,254,12.01,0.18,90.0,3.0
2023-01-01 09:43:57.623762376,95,535,55,537,12.37,0.07,177.0,51.0
2023-01-01 09:45:18.631863186,824,906,836,356,11.5,0.07,137.0,62.0
2023-01-01 09:46:39.639963996,717,872,587,261,10.71,0.04,24.0,53.0
2023-01-01 09:48:00.648064806,859,733,544,26,11.43,0.07,110.0,77.0
2023-01-01 09:49:21.656165616,293,16,836,573,11.52,0.02,102.0,29.0
2023-01-01 09:50:42.664266426,5,284,425,99,10.33,0.17,162.0,77.0
2023-01-01 09:52:03.672367236,752,435,169,214,11.57,0.07,42.0,44.0
2023-01-01 09:53:24.680468046,18,739,83,84,12.32,0.02,14.0,15.0
2023-01-01 09:54:45.688568856,289,82,72,762,11.31,0.18,133.0,89.0
2023-01-01 09:56:06.696669666,407,797,479,689,10.73,0.13,19.0,10.0
2023-01-01 09:57:27.704770477,372,196,532,476,10.99,0.07,102.0,16.0
2023-01-01 09:58:48.712871287,783,805,143,36,12.22,0.09,87.0,21.0
2023-01-01 10:00:09.720972097,844,102,141,317,10.07,0.14,59.0,51.0
2023-01-01 10:01:30.729072907,764,537,53,221,12.39,0.19,70.0,4.0
2023-01-01 10:02:51.737173717,490,38,55,495,10.76,0.1,23.0,38.0
2023-01-01 10:04:12.745274527,23,752,515,126,12.0,0.11,106.0,45.0
2023-01-01 10:05:33.753375337,157,14,593,572,11.58,0.14,128.0,32.0
2023-01-01 10:06:54.761476147,55,631,165,317,12.08,0.19,129.0,12.0
2023-01-01 10:08:15.769576957,932,397,833,117,10.48,0.16,28.0,63.0
2023-01-01 10:09:36.777677767,425,998,280,343,10.53,0.17,132.0,6.0
2023-01-01 10:10:57.785778577,495,164,974,94,11.65,0.16,12.0,76.0
2023-01-01 10:12:18.793879387,107,646,975,142,10.28,0.02,130.0,4.0
2023-01-01 10:13:39.801980198,733,90,41,805,11.42,0.18,13.0,53.0
2023-01-01 10:15:00.810081008,857,299,28,352,11.94,0.19,30.0,28.0
2023-01-01 10:16:21.818181818,34,898,771,633,10.3,0.05,149.0,78.0
2023-01-01 10:17:42.826282628,103,209,379,97,11.11,0.03,4.0,33.0
2023-01-01 10:19:03.834383438,15,596,124,64,12.02,0.03,149.0,11.0
2023-01-01 10:20:24.842484248,876,172,654,226,11.09,0.16,36.0,69.0
2023-01-01 10:21:45.850585058,1021,296,581,571,11.34,0.1,137.0,74.0
2023-01-01 10:23:06.858685868,21,557,971,998,11.72,0.13,109.0,40.0
2023-01-01 10:24:27.866786678,965,689,368,763,10.88,0.12,64.0,39.0
2023-01-01 10:25:48.874887488,88,583,322,584,12.15,0.03,173.0,51.0
2023-01-01 10:27:09.882988298,881,923,196,267,12.28,0.14,162.0,30.0
2023-01-01 10:28:30.891089108,42,993,128,455,10.82,0.08,136.0,83.0
2023-01-01 10:29:51.899189918,153,729,897,803,12.38,0.06,30.0,35.0
2023-01-01 10:31:12.907290729,862,194,536,273,11.52,0.02,6.0,58.0
2023-01-01 10:32:33.915391539,609,113,988,483,10.23,0.12,65.0,72.0
2023-01-01 10:33:54.923492349,557,689,443,663,10.16,0.2,175.0,88.0
2023-01-01 10:35:15.931593159,313,846,101,538,11.17,0.03,26.0,80.0
2023-01-01 10:36:36.939693969,203,544,447,642,10.27,0.2,127.0,61.0
2023-01-01 10:37:57.947794779,451,153,426,87,10.24,0.13,111.0,83.0
2023-01-01 10:39:18.955895589,39,987,690,903,12.39,0.13,53.0,29.0
2023-01-01 10:40:39.963996399,338,109,99,114,10.04,0.11,62.0,32.0
2023-01-01 10:42:00.972097209,252,837,633,90,10.43,0.19,155.0,77.0
2023-01-01 10:43:21.980198019,692,337,484,969,12.19,0.15,17.0,67.0
2023-01-01 10:44:42.988298829,85,823,313,271,11.81,0.13,19.0,11.0
2023-01-01 10:46:03.996399639,555,390,308,74,11.49,0.1,157.0,87.0
2023-01-01 10:47:25.004500450,745,275,964,975,12.41,0.05,76.0,28.0
2023-01-01 10:48:46.012601260,683,564,190,945,11.05,0.14,34.0,57.0
2023-01-01 10:50:07.020702070,997,394,508,279,11.65,0.13,141.0,22.0
2023-01-01 10:51:28.028802880,525,516,627,389,10.9,0.11,68.0,46.0
2023-01-01 10:52:49.036903690,703,954,243,24,12.47,0.0,111.0,67.0
2023-01-01 10:54:10.045004500,752,527,39,170,11.97,0.01,59.0,77.0
2023-01-01 10:55:31.053105310,247,259,889,1003,11.74,0.01,85.0,41.0
2023-01-01 10:56:52.061206120,103,147,717,759,10.73,0.18,77.0,16.0
2023-01-01 10:58:13.069306930,37,905,158,197,12.32,0.02,1.0,78.0
2023-01-01 10:59:34.077407740,860,905,1013,484,11.59,0.08,27.0,22.0
2023-01-01 11:00:55.085508550,4,356,892,484,10.9,0.05,106.0,42.0
2023-01-01 11:02:16.093609360,55,591,467,57,12.04,0.14,144.0,90.0
2023-01-01 11:03:37.101710171,226,752,964,767,10.0,0.07,87.0,54.0
2023-01-01 11:04:58.109810981,948,347,561,74,10.87,0.02,57.0,1.0
2023-01-01 11:06:19.117911791,109,243,143,848,11.81,0.02,33.0,47.0
2023-01-01 11:07:40.126012601,406,913,869,531,11.22,0.14,158.0,22.0
2023-01-01 11:09:01.134113411,414,917,580,528,12.11,0.15,147.0,43.0
2023-01-01 11:10:22.142214221,383,131,49,782,11.02,0.06,35.0,52.0
2023-01-01 11:11:43.150315031,453,264,701,197,10.32,0.08,105.0,20.0
2023-01-01 11:13:04.158415841,914,713,17,127,10.55,0.18,149.0,24.0
2023-01-01 11:14:25.166516651,821,192,279,142,12.28,0.17,106.0,43.0
2023-01-01 11:15:46.174617461,837,808,677,687,12.43,0.11,34.0,13.0
2023-01-01 11:17:07.182718271,769,562,448,474,11.3,0.07,19.0,57.0
2023-01-01 11:18:28.190819081,844,36,159,1011,11.57,0.15,99.0,3.0
2023-01-01 11:19:49.198919891,143,254,169,449,10.79,0.19,115.0,24.0
2023-01-01 11:21:10.207020702,447,475,440,378,12.34,0.01,68.0,39.0
2023-01-01 11:22:31.215121512,552,231,992,639,10.55,0.05,175.0,76.0
2023-01-01 11:23:52.223222322,466,767,915,961,11.92,0.19,21.0,13.0
2023-01-01 11:25:13.231323132,470,781,839,59,10.91,0.18,87.0,42.0
2023-01-01 11:26:34.239423942,38,412,527,892,10.43,0.1,117.0,61.0
2023-01-01 11:27:55.247524752,27,667,890,983,11.67,0.12,94.0,48.0
2023-01-01 11:29:16.255625562,47,94,271,859,12.07,0.04,90.0,63.0
2023-01-01 11:30:37.263726372,991,985,651,792,10.5,0.12,83.0,81.0
2023-01-01 11:31:58.271827182,62,458,730,837,11.89,0.12,83.0,17.0
2023-01-01 11:33:19.279927992,818,975,867,383,12.19,0.0,44.0,7.0
2023-01-01 11:34:40.288028802,638,576,1021,512,11.39,0.2,14.0,17.0
2023-01-01 11:36:01.296129612,498,806,361,278,12.25,0.08,56.0,64.0
2023-01-01 11:37:22.304230423,1005,811,443,885,11.4,0.18,93.0,57.0
2023-01-01 11:38:43.312331233,133,489,245,125,10.22,0.01,110.0,18.0
2023-01-01 11:40:04.320432043,878,798,277,44,11.71,0.15,99.0,78.0
2023-01-01 11:41:25.328532853,573,571,282,403,10.33,0.11,58.0,12.0
2023-01-01 11:42:46.336633663,928,71,294,604,11.38,0.04,141.0,10.0
2023-01-01 11:44:07.344734473,560,92,916,478,10.39,0.09,111.0,35.0
2023-01-01 11:45:28.352835283,846,261,699,738,12.49,0.04,103.0,13.0
2023-01-01 11:46:49.360936093,487,63,834,1020,10.2,0.06,44.0,10.0
2023-01-01 11:48:10.369036903,633,262,426,379,12.5,0.19,75.0,52.0
2023-01-01 11:49:31.377137713,951,76,912,816,12.12,0.15,37.0,29.0
2023-01-01 11:50:52.385238523,984,772,639,135,11.6,0.04,173.0,34.0
2023-01-01 11:52:13.393339333,805,695,134,1000,11.26,0.03,83.0,29.0
2023-01-01 11:53:34.401440144,944,380,293,514,11.53,0.12,15.0,39.0
2023-01-01 11:54:55.409540954,804,395,498,176,11.2,0.2,101.0,55.0
2023-01-01 11:56:16.417641764,270,234,151,924,10.84,0.19,7.0,61.0
2023-01-01 11:57:37.425742574,219,799,533,594,12.37,0.05,164.0,66.0
2023-01-01 11:58:58.433843384,718,571,193,1014,12.2,0.01,85.0,89.0
2023-01-01 12:00:19.441944194,345,667,106,940,11.2,0.1,10.0,49.0
2023-01-01 12:01:40.450045004,265,437,282,562,10.33,0.11,50.0,88.0
2023-01-01 12:03:01.458145814,1000,51,95,943,10.18,0.05,81.0,25.0
2023-01-01 12:04:22.466246624,368,27,422,472,10.53,0.01,12.0,32.0
2023-01-01 12:05:43.474347434,827,861,16,943,11.53,0.02,67.0,52.0
2023-01-01 12:07:04.482448244,645,692,936,695,11.67,0.09,22.0,26.0
2023-01-01 12:08:25.490549054,128,319,119,334,12.49,0.13,52.0,30.0
2023-01-01 12:09:46.498649864,676,526,480,499,11.5,0.09,24.0,86.0
2023-01-01 12:11:07.506750675,913,290,840,422,11.28,0.12,151.0,73.0
2023-01-01 12:12:28.514851485,919,333,201,535,12.32,0.01,37.0,32.0
2023-01-01 12:13:49.522952295,678,111,1001,141,12.05,0.13,94.0,11.0
2023-01-01 12:15:10.531053105,51,741,519,50,12.22,0.07,98.0,84.0
2023-01-01 12:16:31.539153915,791,2,14,831,11.48,0.09,83.0,40.0
2023-01-01 12:17:52.547254725,673,638,228,787,11.72,0.11,173.0,79.0
2023-01-01 12:19:13.555355535,428,670,885,810,10.46,0.11,57.0,42.0
2023-01-01 12:20:34.563456345,475,728,696,46,12.17,0.17,28.0,13.0
2023-01-01 12:21:55.571557155,903,575,454,169,12.4,0.0,96.0,40.0
2023-01-01 12:23:16.579657965,608,171,946,656,10.15,0.03,178.0,80.0
2023-01-01 12:24:37.587758775,295,616,462,999,11.23,0.04,177.0,17.0
2023-01-01 12:25:58.595859585,166,427,11,811,10.3,0.05,109.0,40.0
2023-01-01 12:27:19.603960396,730,1009,919,222,12.3,0.17,56.0,21.0
2023-01-01 12:28:40.612061206,902,925,134,765,10.31,0.04,154.0,82.0
2023-01-01 12:30:01.620162016,298,887,806,355,11.06,0.15,113.0,29.0
2023-01-01 12:31:22.628262826,161,644,817,640,10.3,0.03,110.0,26.0
2023-01-01 12:32:43.636363636,970,720,29,277,12.3,0.18,58.0,52.0
2023-01-01 12:34:04.644464446,501,295,1003,568,12.39,0.07,134.0,19.0
2023-01-01 12:35:25.652565256,22,488,895,936,12.08,0.18,73.0,1.0
2023-01-01 12:36:46.660666066,434,264,278,573,12.28,0.04,132.0,71.0
2023-01-01 12:38:07.668766876,330,19,630,114,12.35,0.19,130.0,87.0
2023-01-01 12:39:28.676867686,129,789,855,267,10.11,0.1,52.0,8.0
2023-01-01 12:40:49.684968496,261,888,862,948,11.4,0.16,13.0,62.0
2023-01-01 12:42:10.693069306,44,255,132,716,10.04,0.04,83.0,18.0
2023-01-01 12:43:31.701170117,556,923,350,428,12.13,0.14,140.0,5.0
2023-01-01 12:44:52.709270927,830,924,761,861,11.43,0.17,123.0,46.0
2023-01-01 12:46:13.717371737,42,965,390,939,11.51,0.08,118.0,80.0
2023-01-01 12:47:34.725472547,748,976,844,115,11.28,0.13,14.0,2.0
2023-01-01 12:48:55.733573357,972,739,279,499,11.11,0.01,8.0,20.0
2023-01-01 12:50:16.741674167,753,48,389,134,10.76,0.14,62.0,13.0
2023-01-01 12:51:37.749774977,318,749,268,456,12.3,0.01,82.0,26.0
2023-01-01 12:52:58.757875787,978,162,874,749,10.62,0.05,101.0,51.0
2023-01-01 12:54:19.765976597,161,141,434,943,11.71,0.04,144.0,66.0
2023-01-01 12:55:40.774077407,53,728,316,928,10.77,0.12,17.0,22.0
2023-01-01 12:57:01.782178217,503,915,980,93,10.13,0.19,151.0,9.0
2023-01-01 12:58:22.790279027,943,935,829,649,10.91,0.11,129.0,41.0
2023-01-01 12:59:43.798379837,298,272,386,561,11.26,0.2,150.0,26.0
2023-01-01 13:01:04.806480648,924,565,879,763,12.09,0.07,144.0,27.0
2023-01-01 13:02:25.814581458,364,710,933,430,11.54,0.05,114.0,34.0
2023-01-01 13:03:46.822682268,728,727,373,110,10.36,0.15,43.0,81.0
2023-01-01 13:05:07.830783078,1009,369,33,826,11.57,0.12,48.0,48.0
2023-01-01 13:06:28.838883888,951,510,541,298,10.28,0.13,98.0,82.0
2023-01-01 13:07:49.846984698,560,684,226,142,12.36,0.1,51.0,55.0
2023-01-01 13:09:10.855085508,685,927,921,662,12.09,0.18,139.0,64.0
2023-01-01 13:10:31.863186318,938,236,692,227,12.26,0.16,81.0,18.0
2023-01-01 13:11:52.871287128,697,838,850,372,11.06,0.1,123.0,79.0
2023-01-01 13:13:13.879387938,413,171,444,248,11.86,0.14,145.0,60.0
2023-01-01 13:14:34.887488748,761,805,662,436,11.88,0.01,152.0,59.0
2023-01-01 13:15:55.895589558,231,617,267,1022,10.99,0.05,130.0,11.0
2023-01-01 13:17:16.903690369,8,756,258,548,12.18,0.17,61.0,90.0
2023-01-01 13:18:37.911791179,904,514,642,559,11.04,0.08,75.0,15.0
2023-01-01 13:19:58.919891989,884,73,350,1000,10.08,0.05,64.0,28.0
2023-01-01 13:21:19.927992799,7,252,382,764,11.15,0.19,127.0,44.0
2023-01-01 13:22:40.936093609,917,171,390,461,10.44,0.17,29.0,90.0
2023-01-01 13:24:01.944194419,925,752,178,216,12.37,0.07,139.0,87.0
2023-01-01 13:25:22.952295229,281,407,438,3,12.22,0.17,65.0,24.0
2023-01-01 13:26:43.960396039,859,747,922,322,11.29,0.01,33.0,61.0
2023-01-01 13:28:04.968496849,519,159,601,260,11.5,0.01,61.0,60.0
2023-01-01 13:29:25.976597659,731,181,240,789,10.52,0.02,86.0,40.0
2023-01-01 13:30:46.984698469,301,905,110,189,12.22,0.1,35.0,75.0
2023-01-01 13:32:07.992799279,700,530,214,668,10.06,0.11,17.0,51.0
2023-01-01 13:33:29.000900090,529,14,756,41,11.7,0.08,131.0,37.0
2023-01-01 13:34:50.009000900,983,209,33,58,10.67,0.13,15.0,59.0
2023-01-01 13:36:11.017101710,923,7,730,18,11.15,0.13,113.0,14.0
2023-01-01 13:37:32.025202520,836,792,859,852,10.03,0.18,20.0,68.0
2023-01-01 13:38:53.033303330,52,465,383,998,11.11,0.07,145.0,19.0
2023-01-01 13:40:14.041404140,753,345,641,730,11.52,0.04,158.0,58.0
2023-01-01 13:41:35.049504950,631,208,938,438,10.44,0.08,94.0,50.0
2023-01-01 13:42:56.057605760,796,682,561,149,11.53,0.07,108.0,81.0
2023-01-01 13:44:17.065706570,126,375,921,11,10.51,0.03,157.0,13.0
2023-01-01 13:45:38.073807380,670,409,274,761,10.85,0.11,77.0,66.0
2023-01-01 13:46:59.081908190,122,982,602,304,11.35,0.19,45.0,38.0
2023-01-01 13:48:20.090009000,84,136,648,381,12.12,0.04,118.0,11.0
2023-01-01 13:49:41.098109810,417,338,290,779,11.28,0.02,32.0,6.0
2023-01-01 13:51:02.106210621,660,483,1023,1017,11.11,0.1,72.0,78.0
2023-01-01 13:52:23.114311431,196,933,355,377,10.97,0.04,143.0,7.0
2023-01-01 13:53:44.122412241,377,559,695,846,11.16,0.05,8.0,12.0
2023-01-01 13:55:05.130513051,41,299,568,536,11.91,0.09,104.0,35.0
2023-01-01 13:56:26.138613861,830,9,730,352,11.08,0.06,8.0,24.0
2023-01-01 13:57:47.146714671,706,8,641,783,11.78,0.05,116.0,37.0
2023-01-01 13:59:08.154815481,153,797,436,672,12.35,0.06,71.0,58.0
2023-01-01 14:00:29.162916291,569,630,88,452,11.77,0.01,14.0,73.0
2023-01-01 14:01:50.171017101,742,330,882,901,11.51,0.07,118.0,74.0
2023-01-01 14:03:11.179117911,200,15,73,919,11.62,0.04,3.0,29.0
2023-01-01 14:04:32.187218721,199,994,69,617,10.28,0.16,180.0,76.0
2023-01-01 14:05:53.195319531,269,851,689,326,11.32,0.02,84.0,27.0
2023-01-01 14:07:14.203420342,110,691,241,737,10.72,0.09,108.0,46.0
2023-01-01 14:08:35.211521152,698,934,472,309,11.82,0.2,147.0,73.0
2023-01-01 14:09:56.219621962,106,646,463,257,10.33,0.0,99.0,38.0
2023-01-01 14:11:17.227722772,98,278,587,156,10.07,0.12,0.0,74.0
2023-01-01 14:12:38.235823582,610,316,368,309,10.0,0.09,110.0,33.0
2023-01-01 14:13:59.243924392,702,967,224,350,12.18,0.17,81.0,67.0
2023-01-01 14:15:20.252025202,474,589,310,597,11.01,0.19,157.0,34.0
2023-01-01 14:16:41.260126012,746,28,843,261,11.54,0.1,165.0,87.0
2023-01-01 14:18:02.268226822,343,545,439,421,10.94,0.11,56.0,51.0
2023-01-01 14:19:23.276327632,234,66,868,362,10.15,0.03,130.0,15.0
2023-01-01 14:20:44.284428442,550,13,1004,661,11.73,0.03,178.0,37.0
2023-01-01 14:22:05.292529252,941,925,599,405,10.03,0.05,22.0,24.0
2023-01-01 14:23:26.300630063,203,558,203,187,12.47,0.16,32.0,5.0
2023-01-01 14:24:47.308730873,821,67,276,269,11.28,0.08,26.0,2.0
2023-01-01 14:26:08.316831683,365,208,545,330,11.1,0.06,30.0,75.0
2023-01-01 14:27:29.324932493,300,25,884,868,10.56,0.17,82.0,8.0
2023-01-01 14:28:50.333033303,218,602,880,504,11.02,0.09,93.0,12.0
2023-01-01 14:30:11.341134113,594,423,0,97,11.25,0.17,152.0,81.0
2023-01-01 14:31:32.349234923,534,975,813,11,12.45,0.05,145.0,79.0
2023-01-01 14:32:53.357335733,714,601,764,588,11.83,0.09,93.0,65.0
2023-01-01 14:34:14.365436543,787,507,858,612,10.51,0.06,71.0,6.0
2023-01-01 14:35:35.373537353,223,500,1021,189,11.22,0.19,135.0,15.0
2023-01-01 14:36:56.381638163,376,777,117,543,11.07,0.1,68.0,73.0
2023-01-01 14:38:17.389738973,565,534,359,220,10.22,0.14,117.0,36.0
2023-01-01 14:39:38.397839783,1013,843,555,157,12.09,0.01,160.0,23.0
2023-01-01 14:40:59.405940594,405,692,356,457,12.12,0.19,125.0,37.0
2023-01-01 14:42:20.414041404,979,860,272,887,10.61,0.13,114.0,83.0
2023-01-01 14:43:41.422142214,493,310,614,276,12.27,0.04,83.0,74.0
2023-01-01 14:45:02.430243024,112,489,770,69,12.37,0.15,20.0,26.0
2023-01-01 14:46:23.438343834,333,295,632,447,11.62,0.02,177.0,13.0
2023-01-01 14:47:44.446444644,873,9,585,703,11.26,0.1,37.0,39.0
2023-01-01 14:49:05.454545454,814,552,761,974,11.82,0.04,175.0,38.0
2023-01-01 14:50:26.462646264,495,910,884,879,10.49,0.02,40.0,47.0
2023-01-01 14:51:47.470747074,569,917,992,648,10.75,0.14,11.0,44.0
2023-01-01 14:53:08.478847884,1003,267,960,373,11.31,0.01,86.0,76.0
2023-01-01 14:54:29.486948694,434,871,630,668,10.48,0.11,144.0,39.0
2023-01-01 14:55:50.495049504,908,966,930,595,10.74,0.0,149.0,1.0
2023-01-01 14:57:11.503150315,545,746,342,25,10.36,0.0,120.0,15.0
2023-01-01 14:58:32.511251125,121,691,805,802,10.7,0.17,32.0,26.0
2023-01-01 14:59:53.519351935,21,765,726,962,10.96,0.09,100.0,70.0
2023-01-01 15:01:14.527452745,8,1001,321,311,10.27,0.08,14.0,50.0
2023-01-01 15:02:35.535553555,161,888,637,445,12.5,0.18,166.0,61.0
2023-01-01 15:03:56.543654365,804,853,980,122,10.03,0.03,89.0,70.0
2023-01-01 15:05:17.551755175,768,681,337,742,11.23,0.14,40.0,31.0
2023-01-01 15:06:38.559855985,551,158,584,537,10.53,0.18,22.0,66.0
2023-01-01 15:07:59.567956795,31,67,293,159,10.32,0.12,57.0,81.0
2023-01-01 15:09:20.576057605,139,37,691,129,11.64,0.09,76.0,76.0
2023-01-01 15:10:41.584158415,245,502,159,840,11.49,0.09,123.0,58.0
2023-01-01 15:12:02.592259225,308,767,116,15,11.14,0.1,78.0,24.0
2023-01-01 15:13:23.600360036,271,440,595,825,10.23,0.17,138.0,82.0
2023-01-01 15:14:44.608460846,345,277,375,109,11.21,0.09,150.0,4.0
2023-01-01 15:16:05.616561656,436,553,500,886,11.36,0.04,26.0,13.0
2023-01-01 15:17:26.624662466,1018,559,196,70,10.11,0.18,71.0,16.0
2023-01-01 15:18:47.632763276,1011,115,417,864,11.91,0.09,13.0,77.0
2023-01-01 15:20:08.640864086,461,566,649,445,11.36,0.13,130.0,52.0
2023-01-01 15:21:29.648964896,867,714,163,803,10.31,0.12,35.0,23.0
2023-01-01 15:22:50.657065706,356,711,128,914,10.04,0.04,94.0,50.0
2023-01-01 15:24:11.665166516,498,220,525,711,12.19,0.16,141.0,69.0
2023-01-01 15:25:32.673267326,687,136,821,809,11.47,0.06,52.0,13.0
2023-01-01 15:26:53.681368136,437,668,528,466,10.47,0.01,148.0,5.0
2023-01-01 15:28:14.689468946,630,412,409,245,11.46,0.09,160.0,14.0
2023-01-01 15:29:35.697569756,462,725,406,290,11.06,0.17,38.0,64.0
2023-01-01 15:30:56.705670567,107,585,921,400,11.47,0.03,174.0,86.0
2023-01-01 15:32:17.713771377,777,485,870,427,10.46,0.09,35.0,6.0
2023-01-01 15:33:38.721872187,731,347,318,105,11.04,0.16,49.0,37.0
2023-01-01 15:34:59.729972997,77,791,543,508,11.15,0.03,67.0,24.0
